output,sample_size,index_type,factor,S1,S1_conf,ST,ST_conf,S2,S2_conf,skip_reason
thickness_km,128,main,Q_b_kJ_mol,-0.0008666801978683611,0.00447254951345899,0.00029196811125852624,0.00042354026851644587,,,
thickness_km,128,main,H_rad_pW_kg,-0.016274760244849515,0.02932388880213246,0.015498903692401724,0.010361837958192836,,,
thickness_km,128,main,f_porosity,0.0013501410071021088,0.004668216309309796,0.0010865430188559348,0.0012185236240040533,,,
thickness_km,256,main,q_basal_target_mW_m2,0.9125538836654878,0.15597049222643997,0.933404997407293,0.13227200803742747,,,
thickness_km,256,main,d_grain_mm,0.030077142930762697,0.03528030221467795,0.04148337930599927,0.012056663415790626,,,
thickness_km,256,main,epsilon_0,0.0028494345299557283,0.017023546913950565,0.011681221545415586,0.004849444506597056,,,
thickness_km,256,main,T_surf_K,-0.0031725279574967833,0.006990782644035062,0.0024084716319759105,0.0010623276816260985,,,
thickness_km,256,main,D_H2O_km,-0.000583277516153446,0.005763359591728086,0.0013306657464840286,0.0006955761688712667,,,
thickness_km,256,main,mu_ice_GPa,-0.0031448899850436223,0.006210594469681202,0.0015370800136249268,0.0010538434720362975,,,
thickness_km,256,main,Q_v_kJ_mol,0.024983424218060747,0.03692149512626042,0.037013761454108715,0.010588570160568304,,,
thickness_km,256,main,Q_b_kJ_mol,-0.001494956165654117,0.0029047921644916514,0.00020518326415094092,0.0002387901046450527,,,
thickness_km,256,main,H_rad_pW_kg,-0.013033974871872933,0.01970738045566967,0.013298661036844595,0.00548885925148208,,,
thickness_km,256,main,f_porosity,-0.002641950048613317,0.0050741251651015085,0.0011048301874762847,0.0007724275640838844,,,
thickness_km,512,main,q_basal_target_mW_m2,0.9264868913161586,0.1080461117640423,0.9469476876295346,0.089722879520067,,,
thickness_km,512,main,d_grain_mm,0.031058187654243914,0.02472417964564682,0.040239046275525256,0.008235983233697548,,,
thickness_km,512,main,epsilon_0,0.006601595421736226,0.01225092260913309,0.016831556164261147,0.010405407279936947,,,
thickness_km,512,main,T_surf_K,-0.0016623426669457467,0.005008952978006273,0.0019266189200432028,0.0006204306837863504,,,
thickness_km,512,main,D_H2O_km,0.0003012183232789569,0.0046078774100232756,0.00127955245330197,0.0004359598025004895,,,
thickness_km,512,main,mu_ice_GPa,-0.0007977215139989911,0.0038445941506580947,0.0011665230425835966,0.0005353914625472223,,,
thickness_km,512,main,Q_v_kJ_mol,0.025572845907078232,0.026587657492407824,0.03969440401770159,0.008457718597104381,,,
thickness_km,512,main,Q_b_kJ_mol,-0.0010505975675450994,0.0015681278056752992,0.00018569490220006485,0.0001643575905049501,,,
thickness_km,512,main,H_rad_pW_kg,-0.0024909292655070333,0.014696885011336416,0.013315895497703251,0.0034425398130392758,,,
thickness_km,512,main,f_porosity,-0.0020420179753733616,0.0033748589015924683,0.0008290322154577207,0.00046950174709701364,,,
D_cond_km,128,main,q_basal_target_mW_m2,0.08369328634455979,0.08481501734908749,0.32584435276905993,0.1988892133622857,,,
D_cond_km,128,main,d_grain_mm,0.40065901451142993,0.20543824771439498,0.6110159128207535,0.2964668470911494,,,
D_cond_km,128,main,epsilon_0,0.023907185280442982,0.0405508669647532,0.026939840197039166,0.017941747272822703,,,
D_cond_km,128,main,T_surf_K,0.022662513622499634,0.023621456017263242,0.01565158387536649,0.011528334313721425,,,
D_cond_km,128,main,D_H2O_km,-0.0006914161391521824,0.0029516170755902816,0.0033118677925242208,0.005821788766748397,,,
D_cond_km,128,main,mu_ice_GPa,0.015544629750700296,0.017950902528839047,0.004724453673674198,0.005205874606944489,,,
D_cond_km,128,main,Q_v_kJ_mol,0.34288053889925924,0.17133821033137106,0.750858621397941,0.5231791107944788,,,
D_cond_km,128,main,Q_b_kJ_mol,-0.0031926094453113133,0.006994706603760916,0.000881230547499266,0.0013702466400170156,,,
D_cond_km,128,main,H_rad_pW_kg,0.019884251646006153,0.020541192110212287,0.009177276954229497,0.007128577363178243,,,
D_cond_km,128,main,f_porosity,0.00551822415957909,0.011273813977497984,0.003437523253872203,0.004395306753229406,,,
D_cond_km,256,main,q_basal_target_mW_m2,0.09903624218235292,0.09305486144481055,0.3334533628318159,0.14869134137414544,,,
D_cond_km,256,main,d_grain_mm,0.3050484604130747,0.12318402169557252,0.5951722733314242,0.1917880767960509,,,
D_cond_km,256,main,epsilon_0,-0.0026983664665828993,0.025798937382528715,0.03115225196725078,0.014403741803673419,,,
D_cond_km,256,main,T_surf_K,0.01076482158921047,0.017111302024136354,0.012148410876200545,0.00570950959834339,,,
D_cond_km,256,main,D_H2O_km,-0.0025802756408626177,0.005633194070622012,0.002731506794538637,0.002925592123890023,,,
D_cond_km,256,main,mu_ice_GPa,0.007328168314106751,0.011641757374681656,0.018410584361996794,0.02859543779580832,,,
D_cond_km,256,main,Q_v_kJ_mol,0.31570572921937473,0.15835009770503441,0.650577584690761,0.253849523471217,,,
D_cond_km,256,main,Q_b_kJ_mol,-0.0013742093750873082,0.003315728574509489,0.0006064505859107982,0.0007576557350892127,,,
D_cond_km,256,main,H_rad_pW_kg,-0.0019847531868457564,0.016188950772127716,0.008489044500209006,0.0044194599521730805,,,
D_cond_km,256,main,f_porosity,0.0007477233875404488,0.008240330242817843,0.003450665661177715,0.0025388571821142454,,,
D_cond_km,512,main,q_basal_target_mW_m2,0.10872457652118411,0.08051846214086465,0.31640343521994546,0.09287199067390507,,,
D_cond_km,512,main,d_grain_mm,0.2831785276402219,0.08366780071378678,0.5283275513580451,0.13444398939707605,,,
D_cond_km,512,main,epsilon_0,0.0053674215685584935,0.021463397242455287,0.060670324394376286,0.038198469778397776,,,
D_cond_km,512,main,T_surf_K,0.0024289639235412627,0.012388955794597036,0.012057759853398313,0.004879313222180382,,,
D_cond_km,512,main,D_H2O_km,-0.003429710195338508,0.0059531554261727255,0.003181837274144539,0.0019337316428873574,,,
D_cond_km,512,main,mu_ice_GPa,-0.0022929460050350316,0.00854879722452969,0.010979770262117203,0.014377142159468247,,,
D_cond_km,512,main,Q_v_kJ_mol,0.32220723887727987,0.12862547461289117,0.6029357853926287,0.15290948022399778,,,
D_cond_km,512,main,Q_b_kJ_mol,-0.0023259741029778534,0.0028279918627762144,0.0005559460861762812,0.0005105972502721395,,,
D_cond_km,512,main,H_rad_pW_kg,-5.722890853150331e-05,0.013827727579908482,0.01070947676717833,0.00443397685985,,,
D_cond_km,512,main,f_porosity,-3.3215705719391135e-05,0.00816297797959942,0.0043954707279821184,0.0034866602316078873,,,
D_conv_km,128,main,q_basal_target_mW_m2,0.8708911804215049,0.2291246494932202,0.9731087701250416,0.18464058140827186,,,
D_conv_km,128,main,d_grain_mm,0.027310826476753553,0.07346530119950437,0.10819534326176432,0.07433259316043346,,,
D_conv_km,128,main,epsilon_0,-0.0019246619589285906,0.01832843664187201,0.005709862224483855,0.0048914099345454725,,,
D_conv_km,128,main,T_surf_K,0.0042981376506865355,0.008328268859201104,0.001484145801468802,0.0010561189211056466,,,
D_conv_km,128,main,D_H2O_km,-0.004907154986766458,0.006453105121443384,0.0006654258442312886,0.0005009109014501604,,,
D_conv_km,128,main,mu_ice_GPa,2.8308138653226318e-05,0.004997380035385999,0.0006481041181372848,0.0008194650375413702,,,
D_conv_km,128,main,Q_v_kJ_mol,0.058085562461810646,0.06812544612468595,0.1513650708474614,0.10846387495131696,,,
D_conv_km,128,main,Q_b_kJ_mol,-1.6389325272972734e-06,5.628087327965068e-05,4.1133374668396513e-07,7.842136861889792e-07,,,
D_conv_km,128,main,H_rad_pW_kg,-0.0187893540625162,0.027435957171329444,0.013526701974913348,0.008077806436118882,,,
D_conv_km,128,main,f_porosity,-0.002881534574406474,0.0035957756270283098,9.021278675140354e-05,9.147856552002464e-05,,,
D_conv_km,256,main,q_basal_target_mW_m2,0.8029355543796107,0.16353153176137852,0.9107061562887546,0.1349110051631112,,,
D_conv_km,256,main,d_grain_mm,0.019037652913584596,0.0715947261602425,0.1098035242643302,0.053472654650700634,,,
D_conv_km,256,main,epsilon_0,-0.001675127535383985,0.01099663279185517,0.00475614022671282,0.0027614013363895322,,,
D_conv_km,256,main,T_surf_K,0.0032328669366551072,0.006869524452530935,0.0014448756865471002,0.0007651530339573482,,,
D_conv_km,256,main,D_H2O_km,-0.0029803952064372968,0.004379013118329898,0.0007754654854547681,0.0003575490766876912,,,
D_conv_km,256,main,mu_ice_GPa,0.0026571993334843017,0.0076741999177396564,0.003518068711286843,0.0058883403278933745,,,
D_conv_km,256,main,Q_v_kJ_mol,0.053081093385234666,0.06505208509702327,0.1257665541164387,0.06296460293276712,,,
D_conv_km,256,main,Q_b_kJ_mol,2.929738590506716e-06,4.692464521119464e-05,2.9887637901372387e-07,4.2114203250915705e-07,,,
D_conv_km,256,main,H_rad_pW_kg,-0.015480519829485647,0.01853483546840155,0.01239139265920303,0.004820155773251262,,,
D_conv_km,256,main,f_porosity,-0.001056965090203569,0.002072923659275085,9.705227322669221e-05,6.69418647347951e-05,,,
D_conv_km,512,main,q_basal_target_mW_m2,0.8248413185713603,0.1143877346570934,0.9111058160767455,0.08891294399667411,,,
D_conv_km,512,main,d_grain_mm,0.019126966700642133,0.04077176164361347,0.08938893401463013,0.03218999589232521,,,
D_conv_km,512,main,epsilon_0,0.0035167257397964186,0.0080433080520744,0.0062944861242378225,0.0038959323084512914,,,
D_conv_km,512,main,T_surf_K,0.0008940520431299985,0.004769925558836213,0.0019059444091264895,0.001364852239643209,,,
D_conv_km,512,main,D_H2O_km,-0.00042127913756592696,0.003934965139513385,0.0010999424310251915,0.0005665988252066357,,,
D_conv_km,512,main,mu_ice_GPa,0.0016250326860183714,0.004035807199603522,0.00197652471910683,0.0028788462641317876,,,
D_conv_km,512,main,Q_v_kJ_mol,0.04368358654309227,0.0375986627580799,0.10728856629148131,0.037886847792705826,,,
D_conv_km,512,main,Q_b_kJ_mol,-4.034588826978215e-05,8.602021210295124e-05,9.779621934942731e-07,1.4326680433289839e-06,,,
D_conv_km,512,main,H_rad_pW_kg,0.0007987590529164975,0.014451863430673256,0.014816688546716984,0.004148491342249069,,,
D_conv_km,512,main,f_porosity,0.00033072483509295026,0.0013538376845345836,0.0006617604227677774,0.001165018676663588,,,
lid_fraction,128,main,q_basal_target_mW_m2,0.6277571735803459,0.19685295954676207,0.7588040692100277,0.15642649099414183,,,
