output,sample_size,index_type,factor,S1,S1_conf,ST,ST_conf,S2,S2_conf,skip_reason
lid_fraction,256,main,shell_rheology,0.40894170166556437,0.11344888096391134,0.5005348492628793,0.10085231308146755,,,
lid_fraction,256,main,shell_tides,0.020740105703894476,0.06068500750579778,0.10089254262986919,0.03864614926464874,,,
lid_fraction,256,main,surface_boundary,-0.00469074402701093,0.01328184225390996,0.00435535963261922,0.0025140635012268564,,,
lid_fraction,256,main,porosity,-0.00012957023511350345,0.011472905026168836,0.0028181265780863603,0.0036745083554853048,,,
lid_fraction,512,main,basal_flux,0.48531166599539477,0.08681131389287232,0.6335481908466186,0.07564047318156547,,,
lid_fraction,512,main,shell_rheology,0.3592640484078036,0.07834952476478546,0.4846479950038895,0.07031280193812331,,,
lid_fraction,512,main,shell_tides,0.015648859055283695,0.03658773540015552,0.08219470139953007,0.023132115385702055,,,
lid_fraction,512,main,surface_boundary,-0.004792714160443567,0.009473908223118369,0.004510881086733273,0.0020559382360405623,,,
lid_fraction,512,main,porosity,-0.0015593297005041704,0.006781386811093958,0.0019101359348736413,0.0020467279723687926,,,
Ra,128,main,basal_flux,0.01955752335502969,0.10085444868854178,0.9940693307578096,1.0558700353678439,,,
Ra,128,main,shell_rheology,0.03268972504121911,0.5069379675890736,1.1488013042350425,8.080056247245604,,,
Ra,128,main,shell_tides,-0.00011767322877004148,0.006606219216826502,4.896022934023477e-05,0.0014166581638261216,,,
Ra,128,main,surface_boundary,0.0017277338176236387,0.0049328780168005236,0.012009622544659038,0.010591316505732135,,,
Ra,128,main,porosity,3.2563518184793857e-06,0.00022028948630581382,3.982980025462706e-07,2.9872233575771813e-06,,,
Ra,256,main,basal_flux,0.012210080380569036,0.03528747928151032,0.2848821665460293,0.7821981090184719,,,
Ra,256,main,shell_rheology,0.13432253281972056,1.6353506024865294,0.524593920956923,4.909542084501204,,,
Ra,256,main,shell_tides,-1.4030023623484832e-06,0.004579220785192803,0.00019090486069816274,0.0036190864322756472,,,
Ra,256,main,surface_boundary,0.00033775616295353357,0.0027633803814273417,0.0033207633218464007,0.008459071914640444,,,
Ra,256,main,porosity,1.894626803532472e-05,0.0004369626532313955,2.0579850409445506e-07,2.469568741785849e-06,,,
Ra,512,main,basal_flux,0.0138492080773741,0.014139542216719269,0.4132808301926173,0.7653114983886681,,,
Ra,512,main,shell_rheology,0.1517841955387143,0.3373992667689129,0.5347797232024176,0.9691564311247072,,,
Ra,512,main,shell_tides,-0.00011851209051062767,0.0010510209928690619,0.000401578857773539,0.0013205628882057617,,,
Ra,512,main,surface_boundary,0.000229060703904934,0.001059825627096707,0.00276325542612105,0.005540981566283794,,,
Ra,512,main,porosity,1.6216444972197166e-05,6.68013334543836e-05,1.3908340508560803e-06,6.272455888056065e-06,,,
Nu,128,main,basal_flux,0.33313536406123406,0.18753834050738313,0.7413803593082707,0.3028490208493919,,,
Nu,128,main,shell_rheology,0.3982408384031628,0.2780042237554239,0.8572230203489565,0.26893874479434204,,,
Nu,128,main,shell_tides,0.013248520514240063,0.023683239428445076,0.0069814474867827886,0.006503939140061536,,,
Nu,128,main,surface_boundary,-0.0010321716362820127,0.004664523528544224,0.0004990750439650092,0.00020376903988642938,,,
Nu,128,main,porosity,-0.001028872963335047,0.00227938488868504,3.36407139365205e-05,5.329463490718848e-05,,,
Nu,256,main,basal_flux,0.2602862308914425,0.10788203477310117,0.5171465792051164,0.24942298745915095,,,
Nu,256,main,shell_rheology,0.5645559558342109,0.2644303029585352,0.7508350651090615,0.28517685166507456,,,
Nu,256,main,shell_tides,-0.0020972599805667786,0.017422169246520944,0.006535528586769964,0.004119556053146246,,,
Nu,256,main,surface_boundary,-0.0009083922176611615,0.0026312314610015906,0.0003816732593445353,0.00018396099460713842,,,
Nu,256,main,porosity,0.0004651754536113117,0.0014510171460615179,3.4290619184552825e-05,3.5170520291913344e-05,,,
Nu,512,main,basal_flux,0.2606900164791996,0.07467742864507379,0.5566200665549077,0.18670022404429817,,,
Nu,512,main,shell_rheology,0.5094149423523475,0.1584687408453456,0.724399991911922,0.1646890617874984,,,
Nu,512,main,shell_tides,-0.0013342969188825905,0.010846857110818972,0.006373178267464266,0.002517028994280889,,,
Nu,512,main,surface_boundary,-0.00078165382494074,0.0018456792745212424,0.0003541221047602701,0.00011718457975768688,,,
Nu,512,main,porosity,-1.9484396100194845e-05,0.0009106192357745996,3.934981902425045e-05,2.7711386239558765e-05,,,
