output,sample_size,index_type,factor,S1,S1_conf,ST,ST_conf,S2,S2_conf,skip_reason
Nu,128,main,f_porosity,-0.001971909087270684,0.003104026952637406,0.00013161134240295493,0.00015687532999812502,,,
Nu,256,main,q_basal_target_mW_m2,0.27174265432521144,0.10345173008093027,0.517042777334498,0.24846980663376206,,,
Nu,256,main,d_grain_mm,0.28204038813786353,0.17973027929544258,0.5156604069614665,0.28613560055327936,,,
Nu,256,main,epsilon_0,-0.001328971055111901,0.0060299786334485975,0.0007633057230439762,0.00043239371932778456,,,
Nu,256,main,T_surf_K,-0.0010266057234158217,0.001977081621705815,0.00025367324355507313,0.00012818112323628996,,,
Nu,256,main,D_H2O_km,-0.0010185558964610855,0.0016485911439260102,9.237756697370602e-05,8.191521610164398e-05,,,
Nu,256,main,mu_ice_GPa,-9.088825225692717e-05,0.0014678950465869638,9.634033812701538e-05,8.061798915252869e-05,,,
Nu,256,main,Q_v_kJ_mol,0.19257574786620515,0.10137546089634254,0.3181829555326315,0.16632119621292307,,,
Nu,256,main,Q_b_kJ_mol,-0.00020412045699798854,0.0004956972148145483,2.808876412694686e-05,6.197524452310523e-05,,,
Nu,256,main,H_rad_pW_kg,0.0023216471316532417,0.00893790374258202,0.0012292244415413036,0.0008855526778871118,,,
Nu,256,main,f_porosity,-0.000731261820679724,0.0014294180556007805,7.384042138223202e-05,7.199957855673663e-05,,,
Nu,512,main,q_basal_target_mW_m2,0.271362649744874,0.07259879851511877,0.5585813900344365,0.18903446590825757,,,
Nu,512,main,d_grain_mm,0.26805661371862294,0.11280700581064253,0.446951823294668,0.15549888954466615,,,
Nu,512,main,epsilon_0,0.0004216378264040118,0.00414920897819768,0.0009020010440601114,0.0003226628497639209,,,
Nu,512,main,T_surf_K,-0.0010850561523057945,0.001653437925410819,0.00024307918877839875,8.69431182911373e-05,,,
Nu,512,main,D_H2O_km,-0.0004627836384382693,0.0008657951811685125,7.179900916228689e-05,4.5490736036815616e-05,,,
Nu,512,main,mu_ice_GPa,0.00024004733815144764,0.0008361383923116258,7.35325771336953e-05,4.1086772058073715e-05,,,
Nu,512,main,Q_v_kJ_mol,0.17306477828062747,0.06540957844472615,0.32230701957444335,0.09949286553685109,,,
Nu,512,main,Q_b_kJ_mol,0.00021670244512933607,0.000911700963616968,2.861811279607654e-05,3.5072753459282676e-05,,,
Nu,512,main,H_rad_pW_kg,0.0017446530160597216,0.004574558927554524,0.0012241150115615206,0.0005873889961764637,,,
Nu,512,main,f_porosity,-5.635430337307694e-05,0.0011290770940870444,6.030132792835025e-05,4.013209419446682e-05,,,
